studyName,location,latitude,longitude,vegetation,map,mat,grouping,lai,species,speciesMatched,family,pft,growingCondition,status,light,age,a.lf,a.ssba,a.ssbh,a.ssbc,a.shba,a.shbh,a.shbc,a.sbba,a.sbbh,a.sbbc,a.stba,a.stbh,a.stbc,a.cp,a.cs,h.t,h.c,d.ba,d.bh,h.bh,d.cr,c.d,m.lf,m.ss,m.sh,m.sb,m.st,m.so,m.br,m.rf,m.rc,m.rt,m.to,a.ilf,ma.ilf,r.st,r.ss,r.sb,r.sh,n.lf,n.ss,n.sb,n.sh,n.rf,n.rc
Aiba2005,"Lambir Hills National Park, Sarawak, Malaysia",4.03,113.83,TropRF,2700,26,NA,NA,Shorea biawak,Shorea biawak,Dipterocarpaceae,EA,FW,0,NA,NA,0.0248,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.92E-05,NA,NA,0.0824,NA,0.66,0.57,0.0061,NA,NA,0.323905756,0.09,0.00241,NA,NA,NA,0.00461,0.00702,0,NA,NA,0.00357,0.01059,0.0026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delagrange0000a,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,plot_ID = 121; Subplot_ID = E,NA,Fagus grandifolia,Fagus grandifolia,Fagaceae,DA,FE,2,under 20% PPFD,NA,0.02581,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.02E-05,NA,NA,0.082447958,NA,0.31,0.25,0.0062,NA,NA,0.324,0.06,0.000958,NA,NA,NA,0.002735,0.003693,NA,NA,NA,0.00108,0.004773,NA,0.037117396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poorter1999,"Riberalta, Bolivia",-11,-66,TropRF,1780,27,NA,NA,Berholletia excelsa,Berholletia excelsa,Lecythidaceae,EA,CG,NA,3,NA,0.0973,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.96E-05,NA,NA,0.088141309,NA,0.68,0.068,0.005,NA,NA,0.324037035,0.612,0.00598,NA,NA,NA,0.0036,0.009577,NA,NA,NA,0.00278,0.012361,0.00423,0.061,270,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poorter1999,"Riberalta, Bolivia",-11,-66,TropRF,1780,27,NA,NA,Berholletia excelsa,Berholletia excelsa,Lecythidaceae,EA,CG,NA,3,NA,0.1079,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.64E-05,NA,NA,0.082957681,NA,0.62,0.11,0.0058,NA,NA,0.324037035,0.51,0.00663,NA,NA,NA,0.004942,0.011574,NA,NA,NA,0.00237,0.013946,0.004,0.061,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poorter1999,"Riberalta, Bolivia",-11,-66,TropRF,1780,27,NA,NA,Berholletia excelsa,Berholletia excelsa,Lecythidaceae,EA,CG,NA,50,NA,0.0644,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.15E-05,NA,NA,0.082957681,NA,0.4,0.11,0.0081,NA,NA,0.324037035,0.29,0.00566,NA,NA,NA,0.005745,0.011402,NA,NA,NA,0.01067,0.022072,0.00306,0.088,280,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poorter1999,"Riberalta, Bolivia",-11,-66,TropRF,1780,27,NA,NA,Berholletia excelsa,Berholletia excelsa,Lecythidaceae,EA,CG,NA,50,NA,0.1138,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.94E-05,NA,NA,0.088141309,NA,0.475,0.095,0.0087,NA,NA,0.324037035,0.38,0.01053,NA,NA,NA,0.01039,0.020923,NA,NA,NA,0.00965,0.030573,0.00356,0.093,370,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aiba2005,"Lambir Hills National Park, Sarawak, Malaysia",4.03,113.83,TropRF,2700,26,NA,NA,Shorea macroptera,Shorea macroptera,Dipterocarpaceae,EA,FW,0,NA,NA,0.0208,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.26E-05,NA,NA,0.0827,NA,0.24,0.06,0.004,NA,NA,0.324494854,0.18,0.00284,NA,NA,NA,0.00154,0.00438,0,NA,NA,0.00173,0.00611,0.0033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2013,Glasshouse in New Zealand,-37.7869,175.3139,NA,NA,NA,NA,NA,Dysoxylum spectabile,Dysoxylum spectabile,Meliaceae,EA,GH,NA,NA,NA,0.085836,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.81E-05,NA,NA,0.082766433,0.307579472,0.39,0.037833653,0.0086,NA,NA,0.324625161,0.352166347,0.00552,NA,NA,NA,0.00317,0.00869,NA,NA,NA,NA,NA,0.001297279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osada2005,"Kamigamo Experimental Forest, Kyoto University",35.04,135.46,TempF,1574,15,NA,NA,Rhus trichocarpa Miq.,Toxicodendron trichocarpum,Anacardiaceae,DA,FW,NA,NA,NA,0.03946023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.29E-05,NA,0.082780966,NA,0.62,0.6,NA,0.004049691,0.062,0.324653661,0.02,0.000624936,NA,NA,NA,0.003465012,0.004089947,NA,NA,NA,NA,NA,0.006576705,0.015837104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aiba2005,"Lambir Hills National Park, Sarawak, Malaysia",4.03,113.83,TropRF,2700,26,NA,NA,Shorea acuta,Shorea acuta,Dipterocarpaceae,EA,FW,0,NA,NA,0.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.73E-05,NA,NA,0.0829,NA,0.56,0.43,0.0059,NA,NA,0.324886993,0.13,0.00494,NA,NA,NA,0.00633,0.01127,0,NA,NA,0.0028,0.01407,0.0081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delagrange0000b,"Outaouais, Quebec, Canada",45.99722222,-75.325,TempF,870,3.9,Site = B2; Seedbed = DWM,NA,Betula alleghaniensis,Betula alleghaniensis,Betulaceae,DA,FW,0,5.2,4,0.055905,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.29E-05,NA,NA,0.082957681,NA,0.464,0.065,0.00406,NA,NA,0.325,0.399,0.00173,NA,NA,NA,0.00126,0.00299,0.00043,0.00031,0.00032,0.00063,0.00362,NA,0.030945354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poorter1999,"Riberalta, Bolivia",-11,-66,TropRF,1780,27,NA,NA,Cedrelinga catanaeformis,Cedrelinga cateniformis,Fabaceae,EA,CG,NA,3,NA,0.0992,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.59E-05,NA,NA,0.3421,NA,0.295,0.105,0.0045,NA,NA,0.326190129,0.19,0.00317,NA,NA,NA,0.001326,0.004499,NA,NA,NA,0.00129,0.005785,0.0142,0.032,280,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osada2005,"Kamigamo Experimental Forest, Kyoto University",35.04,135.46,TempF,1574,15,NA,NA,Rhus trichocarpa Miq.,Toxicodendron trichocarpum,Anacardiaceae,DA,FW,NA,NA,NA,0.035072726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.24E-05,NA,0.083566365,NA,1.04,1,NA,0.007345747,0.104,0.326190129,0.04,0.001842589,NA,NA,NA,0.017742155,0.019584744,NA,NA,NA,NA,NA,0.005010389,0.052536232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aiba2005,"Lambir Hills National Park, Sarawak, Malaysia",4.03,113.83,TropRF,2700,26,NA,NA,Shorea ochlacea,Shorea ochracea,Dipterocarpaceae,EA,FW,0,NA,NA,0.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.30E-05,NA,NA,0.0837,NA,0.37,0.26,0.0074,NA,NA,0.326450838,0.11,0.0039,NA,NA,NA,0.00574,0.00964,0,NA,NA,0.00408,0.01372,0.0189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aiba2005,"Lambir Hills National Park, Sarawak, Malaysia",4.03,113.83,TropRF,2700,26,NA,NA,Shorea curtisii,Shorea curtisii,Dipterocarpaceae,EA,FW,0,NA,NA,0.0806,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.55E-05,NA,NA,0.0837,NA,0.97,0.39,0.0057,NA,NA,0.326450838,0.58,0.00616,NA,NA,NA,0.00705,0.01321,0.00115,NA,NA,0.00264,0.01585,0.0036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aiba2005,"Lambir Hills National Park, Sarawak, Malaysia",4.03,113.83,TropRF,2700,26,NA,NA,Shorea laxa,Shorea laxa,Dipterocarpaceae,EA,FW,0,NA,NA,0.0704,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.15E-05,NA,NA,0.0837,NA,1.12,0.82,0.0081,NA,NA,0.326450838,0.3,0.00708,NA,NA,NA,0.0196,0.02668,0,NA,NA,0.0094,0.03608,0.0194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aiba2005,"Lambir Hills National Park, Sarawak, Malaysia",4.03,113.83,TropRF,2700,26,NA,NA,Shorea macroptera,Shorea macroptera,Dipterocarpaceae,EA,FW,0,NA,NA,0.0567,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.07E-05,NA,NA,0.0842,NA,0.57,0.24,0.0072,NA,NA,0.327424449,0.33,0.00467,NA,NA,NA,0.00571,0.01038,0,NA,NA,0.00517,0.01555,0.0102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delagrange0000a,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,plot_ID = 149; Subplot_ID = E,NA,Acer saccharum,Acer saccharum,Aceraceae,DA,FE,2,between 20 and 80% PPFD,NA,0.041796,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.26E-05,NA,NA,0.084238862,NA,0.31,0.14,0.004,NA,NA,0.3275,0.17,0.0021145,NA,NA,NA,0.0043653,0.0064798,NA,NA,NA,0.0030131,0.0094929,NA,0.050590966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poorter1999,"Riberalta, Bolivia",-11,-66,TropRF,1780,27,NA,NA,Tachigali vasquezii,Tachigali vasquezii,Fabaceae,EA,CG,NA,3,NA,0.0449,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.55E-06,NA,NA,0.0855,NA,0.25,0.11,0.0031,NA,NA,0.327566787,0.14,0.00187,NA,NA,NA,0.000627,0.002498,NA,NA,NA,0.00039,0.002892,0.009,0.042,330,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poorter1999,"Riberalta, Bolivia",-11,-66,TropRF,1780,27,NA,NA,Tachigali vasquezii,Tachigali vasquezii,Fabaceae,EA,CG,NA,3,NA,0.0346,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.52E-06,NA,NA,0.0881,NA,0.16,0.08,0.0024,NA,NA,0.328633535,0.08,0.00156,NA,NA,NA,0.000372,0.001935,NA,NA,NA,0.00024,0.00217,0.0058,0.045,510,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poorter1999,"Riberalta, Bolivia",-11,-66,TropRF,1780,27,NA,NA,Cecropia ficifolia,Cecropia ficifolia,Cecropiaceae,EA,CG,NA,6,NA,0.0787,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73E-05,NA,NA,0.0881,NA,0.385,0.19,0.0047,NA,NA,0.328633535,0.195,0.00179,NA,NA,NA,0.001244,0.003032,NA,NA,NA,0.00042,0.003456,0.00984,0.023,190,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poorter1999,"Riberalta, Bolivia",-11,-66,TropRF,1780,27,NA,NA,Pouteria sp.,Pouteria sp.,Sapotaceae,EA,CG,NA,12,NA,0.0594,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.45E-05,NA,NA,0.0855,NA,0.42,0.15,0.0043,NA,NA,0.328633535,0.27,0.002973,NA,NA,NA,0.002059,0.005032,NA,NA,NA,0.002183,0.007215,0.0066,0.05,340,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aiba2005,"Lambir Hills National Park, Sarawak, Malaysia",4.03,113.83,TropRF,2700,26,NA,NA,Shorea pilosa,Shorea pilosa,Dipterocarpaceae,EA,FW,0,NA,NA,0.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.08E-05,NA,NA,0.0852,NA,0.84,0.58,0.0088,NA,NA,0.329363036,0.26,0.00323,NA,NA,NA,0.00757,0.0108,0.00037,NA,NA,0.00368,0.01448,0.0046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poorter1999,"Riberalta, Bolivia",-11,-66,TropRF,1780,27,NA,NA,Euterpe precatoria,Euterpe precatoria,Aracaceae,EA,CG,NA,6,NA,0.0206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0855,NA,0.235,NA,NA,NA,NA,0.329393382,NA,0.000879,NA,NA,NA,0.000518,0.001397,NA,NA,NA,0.000337,0.001734,0.00515,0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osada2005,"Kamigamo Experimental Forest, Kyoto University",35.04,135.46,TempF,1574,15,NA,NA,Rhus trichocarpa Miq.,Toxicodendron trichocarpum,Anacardiaceae,DA,FW,NA,NA,NA,0.035589914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.51E-05,NA,0.085215701,NA,1.16,1.14,NA,0.005649779,0.116,0.329393382,0.02,0.001213785,NA,NA,NA,0.011922014,0.013135799,NA,NA,NA,NA,NA,0.004448739,0.03410475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aiba2005,"Lambir Hills National Park, Sarawak, Malaysia",4.03,113.83,TropRF,2700,26,NA,NA,Shorea smithiana,Shorea smithiana,Dipterocarpaceae,EA,FW,0,NA,NA,0.0535,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.04E-05,NA,NA,0.0854,NA,0.5,0.28,0.0051,NA,NA,0.329749385,0.22,0.00311,NA,NA,NA,0.00247,0.00558,0,NA,NA,0.00115,0.00673,0.0112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aiba2005,"Lambir Hills National Park, Sarawak, Malaysia",4.03,113.83,TropRF,2700,26,NA,NA,Shorea bracteata,Shorea bracteata,Dipterocarpaceae,EA,FW,0,NA,NA,0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.96E-05,NA,NA,0.0854,NA,0.55,0.2,0.005,NA,NA,0.329749385,0.35,0.00248,NA,NA,NA,0.0034,0.00588,0.00089,NA,NA,0.00167,0.00755,7.00E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poorter1999,"Riberalta, Bolivia",-11,-66,TropRF,1780,27,NA,NA,Euterpe precatoria,Euterpe precatoria,Aracaceae,EA,CG,NA,3,NA,0.0199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0855,NA,0.19,NA,NA,NA,NA,0.32984845,NA,0.000779,NA,NA,NA,0.000402,0.001181,NA,NA,NA,0.000204,0.001385,0.00498,0.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poorter1999,"Riberalta, Bolivia",-11,-66,TropRF,1780,27,NA,NA,Berholletia excelsa,Berholletia excelsa,Lecythidaceae,EA,CG,NA,3,NA,0.0717,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73E-05,NA,NA,0.08552986,NA,0.62,0.105,0.0047,NA,NA,0.32984845,0.515,0.00423,NA,NA,NA,0.00336,0.007586,NA,NA,NA,0.0016,0.00919,0.00342,0.059,310,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poorter1999,"Riberalta, Bolivia",-11,-66,TropRF,1780,27,NA,NA,Bellucia pentamera,Bellucia pentamera,Melastomataceae,EA,CG,NA,25,NA,0.0594,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.62E-06,NA,NA,0.08552986,NA,0.24,0.06,0.0035,NA,NA,0.33,0.18,0.00274,NA,NA,NA,0.001025,0.003766,NA,NA,NA,0.00198,0.005746,0.0042,0.046,440,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delagrange0000b,"Outaouais, Quebec, Canada",45.99722222,-75.325,TempF,870,3.9,Site = B2; Seedbed = DWM,NA,Betula alleghaniensis,Betula alleghaniensis,Betulaceae,DA,FW,0,15.6,9,0.044896001,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.74E-06,NA,NA,0.08552986,NA,0.421,0.047,0.00314,NA,NA,0.33,0.374,0.00111,NA,NA,NA,0.00136,0.00247,0.00076,0.00029,0.00076,0.00105,0.00352,NA,0.024723806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kohyama1987,"Ohkou River, Yakushima Island, Kyushu, Japan",30.31667,130.4333,TempRF,NA,NA,NA,NA,Litsea acuminata,Litsea acuminata,Lauraceae,EA,FW,0,NA,NA,0.0512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.60E-05,NA,0.08552986,NA,0.52,0.24,NA,0.00575,0.052,0.33,0.28,0.003412,NA,NA,NA,0.003244,0.006656,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osada2005,"Kamigamo Experimental Forest, Kyoto University",35.04,135.46,TempF,1574,15,NA,NA,Rhus trichocarpa Miq.,Toxicodendron trichocarpum,Anacardiaceae,DA,FW,NA,NA,NA,0.038688395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.56E-05,NA,0.08552986,NA,0.61,0.58,NA,0.004449719,0.061,0.33,0.03,0.0008679,NA,NA,NA,0.004084908,0.004952808,NA,NA,NA,NA,NA,0.006448066,0.022433093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delagrange0000b,"Outaouais, Quebec, Canada",45.99722222,-75.325,TempF,870,3.9,Site = MUL5; Seedbed = DWM,NA,Betula alleghaniensis,Betula alleghaniensis,Betulaceae,DA,FW,0,14.56,7,0.065498222,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.72E-05,NA,NA,0.08552986,NA,0.818,0.205,0.00589,NA,NA,0.33,0.613,0.00197,NA,NA,NA,0.00459,0.00656,6.00E-04,0.00105,0.00181,0.00286,0.00942,NA,0.030077153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delagrange2004,"Duchesnay, Quebec, Canada",46.91,-71.67,TempF,1220,4,Group = Shaded individuals; Last perturbation = 10,NA,Acer saccharum,Acer saccharum,Aceraceae,DA,FE,0,0.4,12,0.05388,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.92E-05,NA,NA,0.08552986,NA,0.71,0.44,0.0061,NA,NA,0.33,0.27,0.00122,NA,NA,NA,0.0049,0.00612,0.00061,0.00098,0.00603,0.00701,0.01313,NA,0.02446,1070,NA,NA,NA,0.029192361,NA,NA,NA,NA,NA
Aiba2005,"Lambir Hills National Park, Sarawak, Malaysia",4.03,113.83,TropRF,2700,26,NA,NA,Shorea scrobiculata,Shorea scrobiculata,Dipterocarpaceae,EA,FW,0,NA,NA,0.0261,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19E-05,NA,NA,0.0865,NA,0.41,0.34,0.0039,NA,NA,0.331866269,0.07,0.00159,NA,NA,NA,0.00196,0.00355,0.00052,NA,NA,0.00302,0.00657,0.0027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aiba2005,"Lambir Hills National Park, Sarawak, Malaysia",4.03,113.83,TropRF,2700,26,NA,NA,Shorea curtisii,Shorea curtisii,Dipterocarpaceae,EA,FW,0,NA,NA,0.0318,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.52E-05,NA,NA,0.0867,NA,0.46,0.4,0.0044,NA,NA,0.332249708,0.06,0.00226,NA,NA,NA,0.00248,0.00474,0.00039,NA,NA,0.00138,0.00612,0.0027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delagrange0000a,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,plot_ID = 138; Subplot_ID = B,NA,Acer saccharum,Acer saccharum,Aceraceae,DA,FW,0,under 20% PPFD,NA,0.03104,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19E-05,NA,NA,0.086830676,NA,0.312,0.06,0.0039,NA,NA,0.3325,0.252,0.0012209,NA,NA,NA,0.0025718,0.0037927,NA,NA,NA,0.0005795,0.0043722,NA,0.039333119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aiba2007,"Lambir Hills National Park, Sarawak, Malaysia",4.03,113.83,TropRF,2700,26,NA,NA,Shorea amplexicaulis,Shorea amplexicaulis,Dipterocarpaceae,EA,FW,0,NA,NA,0.0377,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.24E-05,NA,NA,0.087135,NA,0.43,0.12,0.005338539,NA,NA,0.333082164,0.31,0.00276,NA,NA,NA,0.00318,0.00594,NA,NA,NA,0.00392,0.00986,0.0092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poorter1999,"Riberalta, Bolivia",-11,-66,TropRF,1780,27,NA,NA,Euterpe precatoria,Euterpe precatoria,Aracaceae,EA,CG,NA,50,NA,0.0379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0881,NA,0.19,NA,NA,NA,NA,0.333166625,NA,0.001975,NA,NA,NA,0.002366,0.004341,NA,NA,NA,0.001939,0.00628,0.00758,0.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poorter1999,"Riberalta, Bolivia",-11,-66,TropRF,1780,27,NA,NA,Berholletia excelsa,Berholletia excelsa,Lecythidaceae,EA,CG,NA,25,NA,0.0787,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12E-05,NA,NA,0.088141309,NA,0.55,0.1,0.0063,NA,NA,0.333166625,0.45,0.00577,NA,NA,NA,0.00526,0.011027,NA,NA,NA,0.01005,0.021077,0.00358,0.073,310,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2013,Glasshouse in New Zealand,-37.7869,175.3139,NA,NA,NA,NA,NA,Elaeocarpus dentatus,Elaeocarpus dentatus,Elaeocarpaceae,EA,GH,NA,NA,NA,0.080186,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.74E-05,NA,NA,0.087576638,0.422440579,0.616,0.043835697,0.0069,NA,NA,0.333925199,0.572164303,0.00552,NA,NA,NA,0.00386,0.00938,NA,NA,NA,NA,NA,0.001135293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poorter1999,"Riberalta, Bolivia",-11,-66,TropRF,1780,27,NA,NA,Cecropia ficifolia,Cecropia ficifolia,Cecropiaceae,EA,CG,NA,50,NA,0.0753,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.94E-05,NA,NA,0.0881,NA,0.195,0.07,0.0087,NA,NA,0.334664011,0.125,0.00466,NA,NA,NA,0.00378,0.00844,NA,NA,NA,0.00489,0.013332,0.01075,NA,330,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poorter1999,"Riberalta, Bolivia",-11,-66,TropRF,1780,27,NA,NA,Cecropia ficifolia,Cecropia ficifolia,Cecropiaceae,EA,CG,NA,25,NA,0.1117,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.94E-05,NA,NA,0.0881,NA,0.355,0.185,0.0094,NA,NA,0.334962684,0.17,0.00518,NA,NA,NA,0.00568,0.010855,NA,NA,NA,0.00529,0.01614,0.01396,NA,230,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osada2005,"Kamigamo Experimental Forest, Kyoto University",35.04,135.46,TempF,1574,15,NA,NA,Rhus trichocarpa Miq.,Toxicodendron trichocarpum,Anacardiaceae,DA,FW,NA,NA,NA,0.043234062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.45E-05,NA,0.088121674,NA,0.51,0.43,NA,0.004298837,0.051,0.334962685,0.08,0.002332312,NA,NA,NA,0.003222466,0.005554778,NA,NA,NA,NA,NA,0.006176295,0.053946162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osada2005,"Kamigamo Experimental Forest, Kyoto University",35.04,135.46,TempF,1574,15,NA,NA,Rhus trichocarpa Miq.,Toxicodendron trichocarpum,Anacardiaceae,DA,FW,NA,NA,NA,0.034603796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.49E-05,NA,0.088121674,NA,0.82,0.79,NA,0.004349713,0.082,0.334962685,0.03,0.000679332,NA,NA,NA,0.005189775,0.005869107,NA,NA,NA,NA,NA,0.006920759,0.019631709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delagrange0000b,"Outaouais, Quebec, Canada",45.99722222,-75.325,TempF,870,3.9,Site = Z5; Seedbed = MS,NA,Betula alleghaniensis,Betula alleghaniensis,Betulaceae,DA,FW,0,15.6,5,0.034870001,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.04E-06,NA,NA,0.088141309,NA,0.386,0.09,0.0032,NA,NA,0.335,0.296,0.00104,NA,NA,NA,0.00101,0.00205,3.00E-04,0.00021,0.00037,0.00058,0.00263,NA,0.029825063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delagrange0000a,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,plot_ID = 120; Subplot_ID = D,NA,Acer saccharum,Acer saccharum,Aceraceae,DA,FW,0,between 20 and 80% PPFD,NA,0.042276,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.04E-05,NA,NA,0.088141309,NA,0.61,0.34,0.0051,NA,NA,0.335,0.27,0.002194,NA,NA,NA,0.002679,0.004873,NA,NA,NA,0.001344,0.006217,NA,0.051897057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delagrange0000a,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,plot_ID = 140; Subplot_ID = A,NA,Acer saccharum,Acer saccharum,Aceraceae,DA,FW,0,between 20 and 80% PPFD,NA,0.041479,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.96E-05,NA,NA,0.088141309,NA,0.28,0.12,0.005,NA,NA,0.335,0.16,0.0011131,NA,NA,NA,0.0027478,0.0038609,NA,NA,NA,0.0017452,0.0056061,NA,0.026835266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delagrange0000b,"Outaouais, Quebec, Canada",45.99722222,-75.325,TempF,870,3.9,Site = B2; Seedbed = DW,NA,Betula alleghaniensis,Betula alleghaniensis,Betulaceae,DA,FW,0,16.64,13,0.084413006,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.62E-05,NA,NA,0.088141309,NA,0.487,0.025,0.00918,NA,NA,0.335,0.462,0.00238,NA,NA,NA,0.00331,0.00569,0.00252,0.00064,0.00136,0.002,0.00769,NA,0.028194709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delagrange0000b,"Outaouais, Quebec, Canada",45.99722222,-75.325,TempF,870,3.9,Site = B2; Seedbed = MS,NA,Betula alleghaniensis,Betula alleghaniensis,Betulaceae,DA,FW,0,13.52,12,0.052756002,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.46E-05,NA,NA,0.088141309,NA,0.834,0.307,0.00664,NA,NA,0.335,0.527,0.00136,NA,NA,NA,0.00552,0.00688,0.00097,0.00019,0.00093,0.00112,0.008,NA,0.025779058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aiba2005,"Lambir Hills National Park, Sarawak, Malaysia",4.03,113.83,TropRF,2700,26,NA,NA,Shorea curtisii,Shorea curtisii,Dipterocarpaceae,EA,FW,0,NA,NA,0.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.81E-05,NA,NA,0.0883,NA,0.79,0.6,0.0048,NA,NA,0.335301434,0.19,0.00223,NA,NA,NA,0.00499,0.00722,0.00047,NA,NA,0.00155,0.00877,0.0033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
