studyName,location,latitude,longitude,vegetation,map,mat,grouping,lai,species,speciesMatched,family,pft,growingCondition,status,light,age,a.lf,a.ssba,a.ssbh,a.ssbc,a.shba,a.shbh,a.shbc,a.sbba,a.sbbh,a.sbbc,a.stba,a.stbh,a.stbc,a.cp,a.cs,h.t,h.c,d.ba,d.bh,h.bh,d.cr,c.d,m.lf,m.ss,m.sh,m.sb,m.st,m.so,m.br,m.rf,m.rc,m.rt,m.to,a.ilf,ma.ilf,r.st,r.ss,r.sb,r.sh,n.lf,n.ss,n.sb,n.sh,n.rf,n.rc
Lusk2012,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,NA,NA,NA,Drimys winteri,Drimys winteri,Winteraceae,EA,FW,NA,NA,NA,0.00358,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.61E-06,NA,NA,0.011621348,0.020797283,0.057,0,0.0029,NA,NA,0.121641933,0.057,0.000211,NA,NA,NA,3.30E-05,0.000244,NA,NA,NA,0.000136,0.00038,0.000398045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2012,"Miranda, New Zealand",-37.25,175.3,TempRF,NA,NA,NA,NA,Knightia excelsa,Knightia excelsa,Proteaceae,EA,FW,NA,NA,NA,0.00362,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.23E-05,NA,NA,0.011668504,0.035884776,0.118,0.004076251,0.00533,NA,NA,0.121888477,0.113923749,0.00038,NA,NA,NA,0.000192,0.000572,NA,NA,NA,0.000212,0.000784,0.000278372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2012,"Miranda, New Zealand",-37.25,175.3,TempRF,NA,NA,NA,NA,Phyllocladus trichomanoides,Phyllocladus trichomanoides,Podocarpaceae,EG,FW,NA,NA,NA,0.00331,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.54E-06,NA,NA,0.011747558,0.036052191,0.125,0.003179607,0.0018,NA,NA,0.122300676,0.121820393,0.00041,NA,NA,NA,0.00018,0.00059,NA,NA,NA,0.00028,0.00087,0.000141103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poorter1999,"Riberalta, Bolivia",-11,-66,TropRF,1780,27,NA,NA,Aspidosperma ramiflorum,Aspidosperma ramiflorum,Apocynaceae,EA,CG,NA,25,NA,0.0086,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.84E-06,NA,NA,0.0123,NA,0.155,0.075,0.0019,NA,NA,0.122474487,0.08,0.000634,NA,NA,NA,0.000216,0.00085,NA,NA,NA,0.000218,0.001068,0.00078,0.074,490,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poorter1999,"Riberalta, Bolivia",-11,-66,TropRF,1780,27,NA,NA,Euterpe precatoria,Euterpe precatoria,Aracaceae,EA,CG,NA,100,NA,0.0078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0123,NA,0.1,NA,NA,NA,NA,0.122474487,NA,0.000452,NA,NA,NA,0.000593,0.001045,NA,NA,NA,0.000458,0.001503,0.0026,0.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delagrange0000a,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,plot_ID = 142; Subplot_ID = C,NA,Acer saccharum,Acer saccharum,Aceraceae,DA,FE,2,under 20% PPFD,NA,0.006426,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.07E-06,NA,NA,0.011785881,NA,0.105,0.005,0.003,NA,NA,0.1225,0.1,0.000179,NA,NA,NA,0.00015,0.000329,NA,NA,NA,0.000261,0.00059,NA,0.027855587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delagrange0000a,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,plot_ID = 142; Subplot_ID = A,NA,Acer saccharum,Acer saccharum,Aceraceae,DA,FW,0,under 20% PPFD,NA,0.005675,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.52E-06,NA,NA,0.011785881,NA,0.125,0.005,0.0024,NA,NA,0.1225,0.12,0.00018,NA,NA,NA,0.000176,0.000356,NA,NA,NA,0.000244,6.00E-04,NA,0.031718062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delagrange0000a,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,plot_ID = 145; Subplot_ID = D,NA,Acer saccharum,Acer saccharum,Aceraceae,DA,FW,0,under 8% PPFD,NA,0.005718,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.01E-06,NA,NA,0.011785881,NA,0.172,0.03,0.0016,NA,NA,0.1225,0.142,8.26E-05,NA,NA,NA,0.0001988,0.0002814,NA,NA,NA,0.0001702,0.0004516,NA,0.01444561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delagrange0000a,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,plot_ID = 137; Subplot_ID = B,NA,Fagus grandifolia,Fagus grandifolia,Fagaceae,DA,FE,2,under 20% PPFD,NA,0.011051,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.62E-06,NA,NA,0.011785881,NA,0.215,0.135,0.0035,NA,NA,0.1225,0.08,0.0004778,NA,NA,NA,0.0002142,0.000692,NA,NA,NA,0.0010138,0.0017058,NA,0.043235906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delagrange0000a,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,plot_ID = 139; Subplot_ID = E,NA,Acer saccharum,Acer saccharum,Aceraceae,DA,FW,0,under 8% PPFD,NA,0.006124,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.85E-07,NA,NA,0.011785881,NA,0.155,0.06,0.001,NA,NA,0.1225,0.095,0.0001666,NA,NA,NA,0.0003527,0.0005193,NA,NA,NA,0.00047637,0.00099567,NA,0.027204442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aiba2005,"Lambir Hills National Park, Sarawak, Malaysia",4.03,113.83,TropRF,2700,26,NA,NA,Shorea smithiana,Shorea smithiana,Dipterocarpaceae,EA,FW,0,NA,NA,0.0031,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.52E-06,NA,NA,0.0118,NA,0.16,0.1,0.0024,NA,NA,0.122573352,0.06,0.00022,NA,NA,NA,0.00016,0.00038,0,NA,NA,0.00022,6.00E-04,9.00E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,3500,NA,NA,NA,Myrceugenia planipes,Myrceugenia planipes,Myrtaceae,EA,FW,NA,NA,NA,0.01009,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08E-05,NA,NA,0.011847114,0.047946963,0.182,0.016916593,0.00371,NA,NA,0.122817808,0.165083407,0.000818,NA,NA,NA,0.000645,0.001463,NA,NA,NA,0.000723,0.002186,0.00063059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delagrange0000a,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,plot_ID = 130; Subplot_ID = E,NA,Fagus grandifolia,Fagus grandifolia,Fagaceae,DA,FE,2,under 8% PPFD,NA,0.010235,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.13E-06,NA,NA,0.011882289,NA,0.15,0.06,0.0012,NA,NA,0.123,0.09,0.0004126,NA,NA,NA,0.0009659,0.0013785,NA,NA,NA,0.0005434,0.0019219,NA,0.040312653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delagrange0000a,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,plot_ID = 150; Subplot_ID = E,NA,Fagus grandifolia,Fagus grandifolia,Fagaceae,DA,FW,0,between 20 and 80% PPFD,NA,0.012483,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.26E-05,NA,NA,0.011882289,NA,0.225,0.165,0.004,NA,NA,0.123,0.06,0.0004909,NA,NA,NA,0.001577,0.0020679,NA,NA,NA,0.0007255,0.0027934,NA,0.039325483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,3500,NA,NA,NA,Aextoxicon punctatum,Aextoxicon punctatum,Aextoxicaceae,EA,FW,NA,NA,NA,0.00705,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.07E-06,NA,NA,0.011884307,0.031484827,0.125,0.02279676,0.00254,NA,NA,0.123010445,0.10220324,0.00057,NA,NA,NA,0.00039,0.00096,NA,NA,NA,0.00045,0.00141,0.000881107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delagrange0000a,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,plot_ID = 135; Subplot_ID = B,NA,Fagus grandifolia,Fagus grandifolia,Fagaceae,DA,FW,0,under 8% PPFD,NA,0.006412,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.14E-06,NA,NA,0.01193064,NA,0.23,0.085,0.002,NA,NA,0.12325,0.145,0.000315,NA,NA,NA,0.0001994,0.0005144,NA,NA,NA,0.0005535,0.0010679,NA,0.049126638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2012,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,NA,NA,NA,Nothofagus nitida,Nothofagus nitida,Nothofagaceae,EA,FW,NA,NA,NA,0.00436,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.52E-06,NA,NA,0.012056423,0.025240969,0.199,0.057586162,0.0024,NA,NA,0.123898001,0.141413838,0.000423,NA,NA,NA,0.00016,0.000583,NA,NA,NA,0.000186,0.000769,0.000198201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2012,"Miranda, New Zealand",-37.25,175.3,TempRF,NA,NA,NA,NA,Knightia excelsa,Knightia excelsa,Proteaceae,EA,FW,NA,NA,NA,0.00207,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14E-05,NA,NA,0.012130337,0.020599856,0.07,0.008486347,0.00381,NA,NA,0.124277209,0.061513653,0.00017,NA,NA,NA,6.00E-05,0.00023,NA,NA,NA,0.00016,0.00039,0.000295849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delagrange0000a,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,plot_ID = 116; Subplot_ID = D,NA,Fagus grandifolia,Fagus grandifolia,Fagaceae,DA,FE,2,under 8% PPFD,NA,0.01025,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.91E-06,NA,NA,0.012247315,NA,0.24,0.03,0.0025,NA,NA,0.124875,0.21,0.0002663,NA,NA,NA,0.0007288,0.0009951,NA,NA,NA,0.0003304,0.0013255,NA,0.025980488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2012,"Miranda, New Zealand",-37.25,175.3,TempRF,NA,NA,NA,NA,Agathis australis,Agathis australis,Araucariaceae,EG,FW,NA,NA,NA,0.00897,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.17E-05,NA,NA,0.012251829,0.048815009,0.218,0.065962072,0.00635,NA,NA,0.124898011,0.152037928,0.000989,NA,NA,NA,0.000666,0.001655,NA,NA,NA,0.000448,0.002103,0.000280295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poorter1999,"Riberalta, Bolivia",-11,-66,TropRF,1780,27,NA,NA,Cedrelinga catanaeformis,Cedrelinga cateniformis,Fabaceae,EA,CG,NA,50,NA,0.0091,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39E-05,NA,NA,0.0491,NA,0.21,0.205,0.0042,NA,NA,0.12489996,0.005,0.00044,NA,NA,NA,0.000627,0.001069,NA,NA,NA,0.00102,0.002091,0.0046,0.049,220,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delagrange0000a,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,plot_ID = 143; Subplot_ID = C,NA,Fagus grandifolia,Fagus grandifolia,Fagaceae,DA,FE,2,under 8% PPFD,NA,0.005641,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.31E-06,NA,NA,0.012271846,NA,0.175,0.15,0.0026,NA,NA,0.125,0.025,7.70E-05,NA,NA,NA,0.000152,0.000229,NA,NA,NA,0.000139,0.000368,NA,0.013650062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delagrange0000a,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,plot_ID = 128; Subplot_ID = C,NA,Acer saccharum,Acer saccharum,Aceraceae,DA,FW,0,under 8% PPFD,NA,0.005875,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.14E-06,NA,NA,0.012271846,NA,0.128,0.04,0.002,NA,NA,0.125,0.088,0.000166,NA,NA,NA,0.000152,0.000318,NA,NA,NA,0.000107,0.000425,NA,0.028255319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delagrange0000a,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,plot_ID = 141; Subplot_ID = A,NA,Acer saccharum,Acer saccharum,Aceraceae,DA,FW,0,under 20% PPFD,NA,0.006799,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.16E-06,NA,NA,0.012271846,NA,0.125,0.03,0.0028,NA,NA,0.125,0.095,0.000254,NA,NA,NA,0.000231,0.000485,NA,NA,NA,0.000331,0.000816,NA,0.037358435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kohyama1994,"Yakushima Island, Kyushu, Japan",30.34678,130.5164,TempRF,NA,NA,NA,NA,Camellia japonia,Camellia japonica,Theaceae,EA,FW,0,NA,NA,0.00468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012271846,NA,0.2,NA,NA,NA,NA,0.125,NA,0.000354,NA,NA,NA,0.000272,0.000626,NA,NA,NA,0.000371,0.000997,NA,0.075642965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delagrange0000b,"Outaouais, Quebec, Canada",45.99722222,-75.325,TempF,870,3.9,Site = MUL5; Seedbed = DW,NA,Betula alleghaniensis,Betula alleghaniensis,Betulaceae,DA,FW,0,29.12,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.60E-06,NA,NA,0.012271846,NA,0.3,0.1,0.00267,NA,NA,0.125,0.2,0.00035,NA,NA,NA,0.00051,0.00086,8.00E-05,0.00022,0.00015,0.00037,0.00123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delagrange0000b,"Outaouais, Quebec, Canada",45.99722222,-75.325,TempF,870,3.9,Site = Z5; Seedbed = DW,NA,Betula alleghaniensis,Betula alleghaniensis,Betulaceae,DA,FW,0,18.72,4,0.037757002,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24E-05,NA,NA,0.012271846,NA,0.33,0.05,0.00398,NA,NA,0.125,0.28,0.00111,NA,NA,NA,0.00091,0.00202,0.00032,0.00022,0.00026,0.00048,0.0025,NA,0.029398521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2012,"Miranda, New Zealand",-37.25,175.3,TempRF,NA,NA,NA,NA,Agathis australis,Agathis australis,Araucariaceae,EG,FW,NA,NA,NA,0.00651,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.55E-06,NA,NA,0.012339466,0.045343614,0.165,0.021145404,0.0033,NA,NA,0.125343911,0.143854596,0.00117,NA,NA,NA,0.000792,0.001962,NA,NA,NA,0.000631,0.002593,0.000112258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2012,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,NA,NA,NA,Saxegothaea conspicua,Saxegothaea conspicua,Podocarpaceae,EG,FW,NA,NA,NA,0.00367,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.04E-06,NA,NA,0.012406753,0.036189368,0.173,0.013436654,0.0032,NA,NA,0.125685196,0.159563346,0.000569,NA,NA,NA,0.000235,0.000804,NA,NA,NA,0.000361,0.001165,1.36E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2012,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,NA,NA,NA,Lomatia hirsuta,Lomatia hirsuta,Proteaceae,EA,FW,NA,NA,NA,0.00801,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.52E-06,NA,NA,0.012495428,0.022345937,0.09,0.020343653,0.0024,NA,NA,0.126133552,0.069656347,0.000625,NA,NA,NA,0.000221,0.000846,NA,NA,NA,0.000185,0.001031,0.001601171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,3500,NA,NA,NA,Aextoxicon punctatum,Aextoxicon punctatum,Aextoxicaceae,EA,FW,NA,NA,NA,0.00708,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.01E-06,NA,NA,0.012512475,0.039565416,0.142,0,0.0016,NA,NA,0.126219563,0.142,0.00058,NA,NA,NA,0.00032,9.00E-04,NA,NA,NA,0.00033,0.00123,0.00088529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2012,"Miranda, New Zealand",-37.25,175.3,TempRF,NA,NA,NA,NA,Phyllocladus trichomanoides,Phyllocladus trichomanoides,Podocarpaceae,EG,FW,NA,NA,NA,0.00408,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.31E-06,NA,NA,0.012554668,0.04093775,0.138,0.010271463,0.0026,NA,NA,0.126432194,0.127728537,0.00048,NA,NA,NA,0.00037,0.00085,NA,NA,NA,0.00046,0.00131,0.000285415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poorter1999,"Riberalta, Bolivia",-11,-66,TropRF,1780,27,NA,NA,Aspidosperma ramiflorum,Aspidosperma ramiflorum,Apocynaceae,EA,CG,NA,25,NA,0.0058,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.15E-06,NA,NA,0.0133,NA,0.16,0.12,0.0023,NA,NA,0.126491106,0.04,0.000379,NA,NA,NA,0.000228,0.000607,NA,NA,NA,0.000278,0.000885,0.00097,0.065,340,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2012,"Miranda, New Zealand",-37.25,175.3,TempRF,NA,NA,NA,NA,Agathis australis,Agathis australis,Araucariaceae,EG,FW,NA,NA,NA,0.00716,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.17E-05,NA,NA,0.012629157,0.057720936,0.23,0.027301414,0.00635,NA,NA,0.126806712,0.202698586,0.000639,NA,NA,NA,0.000481,0.00112,NA,NA,NA,0.000523,0.001643,0.000193495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2012,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,NA,NA,NA,Lomatia hirsuta,Lomatia hirsuta,Proteaceae,EA,FW,NA,NA,NA,0.0119,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.84E-06,NA,NA,0.012850852,0.03377245,0.12,0.009328974,0.0019,NA,NA,0.127914866,0.110671026,0.001137,NA,NA,NA,0.00024,0.001377,NA,NA,NA,0.000115,0.001492,0.000991916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2012,"Miranda, New Zealand",-37.25,175.3,TempRF,NA,NA,NA,NA,Phyllocladus trichomanoides,Phyllocladus trichomanoides,Podocarpaceae,EG,FW,NA,NA,NA,0.00455,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.54E-06,NA,NA,0.01296676,0.043079381,0.129,0,0.0018,NA,NA,0.128490434,0.129,0.00049,NA,NA,NA,0.00021,7.00E-04,NA,NA,NA,0.00024,0.00094,0.000124599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poorter1999,"Riberalta, Bolivia",-11,-66,TropRF,1780,27,NA,NA,Aspidosperma tambopatense,Aspidosperma parvifolium,Apocynaceae,EA,CG,NA,3,NA,0.0137,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.07E-06,NA,NA,0.0133,NA,0.155,0.08,0.003,NA,NA,0.129614814,0.075,0.000613,NA,NA,NA,0.000316,0.000929,NA,NA,NA,0.000216,0.001145,0.00105,0.045,290,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poorter1999,"Riberalta, Bolivia",-11,-66,TropRF,1780,27,NA,NA,Cedrelinga catanaeformis,Cedrelinga cateniformis,Fabaceae,EA,CG,NA,50,NA,0.0103,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.96E-05,NA,NA,0.0661,NA,0.28,0.245,0.005,NA,NA,0.129614814,0.035,0.00067,NA,NA,NA,0.001459,0.002132,NA,NA,NA,0.00218,0.00431,0.0052,0.065,270,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delagrange0000a,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,plot_ID = 118; Subplot_ID = D,NA,Acer saccharum,Acer saccharum,Aceraceae,DA,FE,2,under 20% PPFD,NA,0.006569,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.07E-06,NA,NA,0.013273229,NA,0.12,0.055,0.003,NA,NA,0.13,0.065,0.000248,NA,NA,NA,0.000213,0.000461,NA,NA,NA,0.000304,0.000765,NA,0.037753083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delagrange0000a,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,plot_ID = 141; Subplot_ID = C,NA,Acer saccharum,Acer saccharum,Aceraceae,DA,FW,0,under 20% PPFD,NA,0.006419,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.61E-06,NA,NA,0.013273229,NA,0.115,0.01,0.0029,NA,NA,0.13,0.105,0.00021,NA,NA,NA,0.00027,0.00048,NA,NA,NA,0.000246,0.000726,NA,0.032715376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delagrange0000b,"Outaouais, Quebec, Canada",45.99722222,-75.325,TempF,870,3.9,Site = MUL5; Seedbed = MS,NA,Betula alleghaniensis,Betula alleghaniensis,Betulaceae,DA,FW,0,17.68,5,0.0132,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.07E-06,NA,NA,0.013273229,NA,0.285,0.12,0.003,NA,NA,0.13,0.165,0.0004,NA,NA,NA,0.0004,0.0008,0.00011,0.00012,0.00036,0.00048,0.00128,NA,0.030303031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delagrange0000b,"Outaouais, Quebec, Canada",45.99722222,-75.325,TempF,870,3.9,Site = MUL5; Seedbed = DWM,NA,Betula alleghaniensis,Betula alleghaniensis,Betulaceae,DA,FW,0,19.76,5,0.013278999,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.50E-06,NA,NA,0.013273229,NA,0.34,0.09,0.00309,NA,NA,0.13,0.25,0.00038,NA,NA,NA,0.00057,0.00095,9.00E-05,0.00013,0.00016,0.00029,0.00124,NA,0.028616614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delagrange0000a,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,plot_ID = 125; Subplot_ID = A,NA,Acer saccharum,Acer saccharum,Aceraceae,DA,FW,0,between 20 and 80% PPFD,NA,0.007065,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.15E-06,NA,NA,0.013273229,NA,0.106,0.03,0.0023,NA,NA,0.13,0.076,0.0004024,NA,NA,NA,0.0006945,0.0010969,NA,NA,NA,0.0003822,0.0014791,NA,0.056956829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kohyama1994,"Yakushima Island, Kyushu, Japan",30.34678,130.5164,TempRF,NA,NA,NA,NA,Cleyera japonica,Cleyera japonica,Theaceae,EA,FW,0,NA,NA,0.00932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013273229,NA,0.235,NA,NA,NA,NA,0.13,NA,0.000841,NA,NA,NA,0.001022,0.001863,NA,NA,NA,0.000449,0.002312,NA,0.090252708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delagrange0000a,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,plot_ID = 133; Subplot_ID = B,NA,Fagus grandifolia,Fagus grandifolia,Fagaceae,DA,FE,2,between 20 and 80% PPFD,NA,0.013663,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.12E-05,NA,NA,0.013273229,NA,0.37,0.17,0.0052,NA,NA,0.13,0.2,0.00061,NA,NA,NA,0.002571,0.003181,NA,NA,NA,0.001036,0.004217,NA,0.044646125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aiba2005,"Lambir Hills National Park, Sarawak, Malaysia",4.03,113.83,TropRF,2700,26,NA,NA,Shorea scrobiculata,Shorea scrobiculata,Dipterocarpaceae,EA,FW,0,NA,NA,0.0064,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.31E-06,NA,NA,0.0133,NA,0.15,0.12,0.0026,NA,NA,0.130131034,0.03,0.00034,NA,NA,NA,3.00E-04,0.00064,0,NA,NA,0.00054,0.00118,0.0014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,3500,NA,NA,NA,Myrceugenia planipes,Myrceugenia planipes,Myrtaceae,EA,FW,NA,NA,NA,0.00881,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02E-05,NA,NA,0.013401709,0.044217957,0.192,0.045900935,0.0036,NA,NA,0.130627661,0.146099065,0.000944,NA,NA,NA,0.000531,0.001475,NA,NA,NA,0.000756,0.002231,0.000677811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delagrange0000a,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,plot_ID = 103; Subplot_ID = C,NA,Fagus grandifolia,Fagus grandifolia,Fagaceae,DA,FE,2,under 8% PPFD,NA,0.009881,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.07E-06,NA,NA,0.013529711,NA,0.18,0.05,0.003,NA,NA,0.13125,0.13,0.000422,NA,NA,NA,0.000363,0.000785,NA,NA,NA,0.000584,0.001369,NA,0.042708228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delagrange0000a,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,plot_ID = 122; Subplot_ID = C,NA,Fagus grandifolia,Fagus grandifolia,Fagaceae,DA,FE,2,under 8% PPFD,NA,0.00911,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.91E-06,NA,NA,0.01363299,NA,0.195,0.09,0.0025,NA,NA,0.13175,0.105,0.0002209,NA,NA,NA,0.0001962,0.0004171,NA,NA,NA,0.0003399,0.000757,NA,0.024248079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delagrange0000a,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,plot_ID = 122; Subplot_ID = B,NA,Fagus grandifolia,Fagus grandifolia,Fagaceae,DA,FE,2,under 8% PPFD,NA,0.004966,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.01E-06,NA,NA,0.013684778,NA,0.156,0.01,0.0016,NA,NA,0.132,0.146,0.000124,NA,NA,NA,4.23E-05,0.0001663,NA,NA,NA,0.0001133,0.0002796,NA,0.024969795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
